customer_id,account_age,total_purchases,avg_purchase_value,days_since_purchase,login_weekly_frequency,complaints_raised,avg_product_rating_5,email_open_rate,churned,batch_num,drift_magnitude
1,341.9646316097692,6,11.90704416831906,112.40904435576647,5.468433815721234,6,4.825185444340073,0.10085013885809296,1,17,0.0
2,241.43129694333993,6,46.6393951800876,20.58488014740494,26.80394277596771,3,5.0,0.5599294798152703,0,17,0.0
3,322.683045239529,25,219.37678503718692,21.72024211693632,12.019289311690338,4,3.782451488206544,0.3595259493390568,0,17,0.0
4,297.77923248944137,10,284.11135626010093,30.318051639213614,10.879938408247295,2,3.165563364784635,0.47976404309927506,0,17,0.0
5,337.9107725835398,13,119.21195231132778,22.910542565194113,5.961238365111736,2,2.5091579508452795,0.5996379326391018,0,17,0.0
6,256.9370064663262,16,63.156371949936926,10.475543077067659,12.6287085569558,5,5.0,0.3117028853457516,0,17,0.0
7,253.4462272656629,0,287.6388057703169,28.41902525147352,17.08331804468396,6,5.0,0.6466121041669292,0,17,0.0
8,426.23101912658524,14,276.69553096670705,30.834466078884407,19.176256885018436,4,3.034225345862075,0.5187139970182559,0,17,0.0
9,132.65999069516462,9,70.41887282408669,22.471421735436362,28.420894766869495,5,4.431181191118755,0.04340296503423728,0,17,0.0
10,297.72903380206276,23,109.64482386270646,15.380408484782023,21.191229181015764,5,2.7793688782146297,0.19508926534644389,0,17,0.0
11,186.71713307936224,7,268.90271711184033,110.71464333724948,3.683710417664473,14,5.0,0.12809502776224443,1,17,0.0
12,165.01026417716125,2,163.311933830055,86.17026481190418,1.6101856579355487,15,4.2495564426324215,0.08064768477731633,1,17,0.0
13,151.85783489805704,4,173.19147249247257,159.6418009744748,7.469181818506787,9,4.40446576588944,0.06787191219545939,1,17,0.0
14,293.85560605159367,17,360.7420206483208,24.2650583843491,23.531011484882058,0,4.0578288991316125,0.37181870072773576,0,17,0.0
15,172.11477971326602,6,125.79224513759871,101.13355972911742,4.632586288216487,10,1.529356326332429,0.1652646216653364,1,17,0.0
16,271.2955498081054,6,229.44309771709956,120.00135431646582,2.750320313595714,7,1.2304727191871085,0.03871054585892793,1,17,0.0
17,383.1524404016608,21,346.18722924108283,10.96022894477304,5.616673372719108,1,4.774323956596405,0.4602486661316499,0,17,0.0
18,334.81589441932823,27,211.49016202688534,21.40518398861119,22.830953852334925,6,3.422249166510565,0.4402711666313615,0,17,0.0
19,132.48985353774148,5,277.74284017371156,88.9385264779536,0.5727225688260456,8,2.783898425653333,0.13572322002404075,1,17,0.0
20,333.014037466274,22,258.88340562065423,17.389226175105623,38.695500338479356,6,3.517649378002254,0.5969401208445363,0,17,0.0
21,319.4188810992002,16,96.72653026461049,29.43159101752689,18.54009177134484,0,3.4141303464053037,0.5080563373816436,0,17,0.0
22,331.639946564844,3,232.7677055101862,5.037967667954093,14.012943100615134,7,3.9617288052892405,0.3010506993425688,0,17,0.0
23,131.12130411726451,7,183.42602713529695,102.41232777275313,2.9028691476441786,8,1.9894849138064625,0.04620122557646831,1,17,0.0
24,420.26809273822465,26,293.69613820489246,33.634699054557856,23.606478981982335,4,4.167807642226051,0.6690138187713534,0,17,0.0
25,311.40148735750813,14,75.92964632629385,20.082897113073635,28.82425385960428,6,5.0,0.5545100076821101,0,17,0.0
26,305.36204357199125,16,251.45137283940107,12.795243953495332,18.901463910578485,5,5.0,0.7553872972100388,0,17,0.0
27,122.83633406507697,4,95.99741643867023,49.956420237740694,2.0774467378108983,9,1.3088336812256494,0.10659278914374054,1,17,0.0
28,463.07803656265787,21,200.54780816456937,24.241123331405568,16.902622241687013,2,5.0,0.6618362340392102,0,17,0.0
29,21.359411996314144,5,32.81566749538152,106.85345001688805,4.204945066364688,5,3.2773944418574628,0.08578781895467345,1,17,0.0
30,117.22431310509917,5,248.0180513019963,127.3953446999196,0.0,12,5.0,0.13108836436194127,1,17,0.0
31,266.45124783783046,5,205.35046198476013,85.3330812374755,7.680772467704711,11,4.455902948909392,0.10487149269691884,1,17,0.0
32,191.59249401990152,22,290.542473584842,37.64793953470354,29.92212527956001,0,2.950518738250593,0.30469699507906184,0,17,0.0
33,358.0107914180793,12,381.66330076086217,13.328265588221775,21.562316634918282,1,4.766409358917741,0.8377442422519251,0,17,0.0
34,157.42590841995002,4,154.6907422563044,82.0312151847258,2.656225958107062,18,2.7731783661892773,0.12666074619807147,1,17,0.0
35,203.22938370085123,33,229.13907189074794,32.5564500575389,13.90002447555765,0,5.0,0.637741662645777,0,17,0.0
36,165.51487775964512,6,187.2475492657594,131.83136880980703,2.7584987707126496,9,0.12342350554388881,0.01327911348957933,1,17,0.0
37,132.8872164491826,22,152.6812034333541,21.02337123160737,21.354843079436485,4,3.5593226838169807,0.6453077345790592,0,17,0.0
38,252.93439265638153,14,112.08598286498128,32.419763726158365,13.721335027477084,5,2.7875270496109232,0.8230574718681741,0,17,0.0
39,228.35224070720733,27,217.33685084209657,29.21580875631421,36.355266649977665,3,4.483881765836924,0.6427245291325502,0,17,0.0
40,132.7104033668158,5,187.5211475929335,113.90617490126519,6.059551311734469,14,3.474540947610792,0.07662887259123656,1,17,0.0
41,279.637180498687,23,368.3837593103097,48.834752944875326,20.1143053779325,5,3.8876577210482877,0.5549596127474072,0,17,0.0
42,331.96734215033786,8,365.73685683520216,36.222522566417645,7.862173313073207,6,4.550808087975622,0.45848680635911354,0,17,0.0
43,339.1605363292217,3,164.15867984808324,51.43165852108432,2.4787222649955085,7,3.9151734937945317,0.18379143550979288,1,17,0.0
44,403.91173361017536,6,156.27829719165567,12.592740253535673,21.476059266560114,4,1.6207721190185729,0.4545002298483167,0,17,0.0
45,255.49761989618352,6,86.67311285985842,107.6062269574862,0.0,3,5.0,0.07346902149041043,1,17,0.0
46,174.77830098505885,4,134.0836155162355,29.001870440655793,1.1903865450869064,0,2.241704425279244,0.10974812160889913,1,17,0.0
47,108.3075900260245,21,272.7538337035261,23.01828123089063,28.161856446914662,4,4.5443695068795105,0.4955851930964438,0,17,0.0
48,117.41791061299365,6,81.14820703350736,60.510049044186246,2.3195621004182785,13,1.2707234185300618,0.055757494917235105,1,17,0.0
49,334.9988526153035,17,332.4230896929811,7.5528797382473645,44.29121493126463,4,4.682515518143493,0.6452291046469278,0,17,0.0
50,259.8292762599312,10,45.11365644282135,17.080070973187528,19.10860975115326,10,2.2582299809996202,0.32094255741565586,0,17,0.0
51,399.8634311357651,13,0.0,11.920333443988834,23.192456023433273,4,4.70491544340838,0.7136128625081334,0,17,0.0
52,272.8092178681129,21,177.84933674528548,0.0,22.74530956723023,0,3.6055286851156545,0.611478283443831,0,17,0.0
53,345.46580052594766,10,199.34340107759627,16.70276452808845,32.023201988644146,5,3.565628953159043,0.4141321248907877,0,17,0.0
54,313.79647742019387,45,0.0,29.38949997035188,16.441774569398294,4,5.0,0.40968102219911207,0,17,0.0
55,290.9933422038215,27,177.80301393881467,0.0,13.29270020167128,0,4.384654657424683,0.4191433168220018,0,17,0.0
56,202.33561069171762,26,116.46335637515426,16.115862956910565,0.025738984350691663,4,5.0,0.9383690745498677,0,17,0.0
57,45.37029789741042,6,109.9980811307761,37.18083915072391,3.6081622445857073,13,0.0,0.11802688519089825,1,17,0.0
58,32.28125926911487,8,172.53759871458468,65.66654485177966,3.195563295612814,20,5.0,0.05961143942324873,1,17,0.0
59,265.1595844370247,23,326.6867664302912,11.789215050973617,43.695030616024646,2,5.0,0.5264171281837827,0,17,0.0
60,218.76527907324328,20,324.7543010355505,32.9853992211148,15.38884018543846,8,4.501448086819016,0.7522318251455137,0,17,0.0
61,252.39327328538621,5,261.4268138397826,140.27069872671103,5.559534617185061,10,2.2773649600208707,0.026373179907165534,1,17,0.0
62,59.851988696940374,14,253.02212929395392,29.341386969772238,19.738923950380542,3,4.247251746450299,0.6644819747750972,0,17,0.0
63,180.8302493384092,17,345.22956972822027,26.244750998616507,21.472642487453193,1,4.304882969637955,0.28661532044120847,0,17,0.0
64,255.03281960043884,37,53.485343156580775,1.1812376942156955,24.688376218201597,0,3.580127299976186,0.9059218745590961,0,17,0.0
65,106.30995008850974,3,143.4320738049962,114.46405410542755,2.1641826301418083,12,2.9061269406929764,0.19513255988572298,1,17,0.0
66,100.4577274675321,5,104.77749127196324,32.37708177511045,3.2904222603984428,16,5.0,0.10479797976992701,1,17,0.0
67,268.7303075401114,31,311.065443628949,36.02303038136476,20.22930072078902,4,3.8116017658736223,0.8567338378441828,0,17,0.0
68,275.0289455244428,4,195.79275113991866,41.603406306987345,5.881088491829323,7,2.453459258421284,0.01333651400434428,1,17,0.0
69,124.26124001904988,5,241.71008495703708,84.36839238499253,2.386302733170144,7,5.0,0.09757617669550088,1,17,0.0
70,228.54549979572565,39,283.8194806719135,26.060082084510565,0.9202762618273397,6,3.92433235409577,0.5661468996059453,0,17,0.0
71,354.49780607429216,18,187.28957952721723,21.444392593031022,13.738913238929143,7,5.0,0.462324277298497,0,17,0.0
72,189.28807906039413,12,334.3981821258776,29.146960901246388,27.58597556285605,6,4.241676272952646,0.33526628038641515,0,17,0.0
73,333.13017479883683,25,334.1446254185315,27.69311433641912,13.789418188373974,6,5.0,0.3181115654580328,0,17,0.0
74,281.1203763804335,10,159.5288456105504,0.06085014840229164,21.585298779610604,0,5.0,0.5559426567664578,0,17,0.0
75,322.3291452193574,33,265.7982125704291,11.444816696649552,24.396015753751932,3,3.3285564996837973,0.4586564710748987,0,17,0.0
76,359.7843454055109,16,137.79119905512803,26.972052817291285,7.691811063541385,6,5.0,0.41874323520265483,0,17,0.0
77,103.44568638020073,30,333.3205022416979,10.56107835050144,13.669950746936934,7,3.3823696809132118,0.5321677063882658,0,17,0.0
78,309.07471468727266,27,390.771524112876,8.291220313556984,34.38882638498185,4,4.3601788310588585,0.47291831126363515,0,17,0.0
79,143.36303831965125,38,180.47983043089104,20.347209062595365,22.940893856646916,0,3.378345098731462,0.8674160602470671,0,17,0.0
80,115.0614109841539,5,117.16639797882816,86.31465130417781,2.9925917368188752,7,5.0,0.05941275343479336,1,17,0.0
81,265.85600334379814,34,286.34044791710744,0.0,22.70061634036589,10,3.2253442388158784,0.7693347881165268,0,17,0.0
82,153.83564716455388,7,173.18362925704835,59.27998285542637,3.902347013340131,9,2.236683618288733,0.15914654231770023,1,17,0.0
83,189.79250717855052,0,261.21968810485555,11.724673082629895,19.648697129484482,4,3.52700093370715,0.676085442367855,0,17,0.0
84,286.70953049098864,9,233.98060017311366,0.0,23.36583312119186,4,3.9595045761460472,0.5023689919429787,0,17,0.0
85,104.54549447519506,8,82.08694280343832,89.61334241308218,4.308669493975973,13,3.274609529806429,0.11692109369847101,1,17,0.0
86,317.71817856664427,23,248.74197085795066,47.67723273662809,5.301027293187834,5,2.6574227958438605,0.49763527180006367,0,17,0.0
87,302.51120251123854,22,451.4133940520306,14.691725304008457,13.880352106685045,2,5.0,0.3816786514125053,0,17,0.0
88,345.41925579838227,19,312.2059717121788,24.078229778774627,19.754089108785934,4,5.0,0.5606574690955907,0,17,0.0
89,301.1133490565198,16,490.9683927140783,17.6167121026004,23.753759624599276,0,4.985159981535093,0.583634156726815,0,17,0.0
90,334.52219853390636,17,142.61665251032122,17.34214129511432,29.749528287770506,5,3.5794196498071216,0.4210611591717406,0,17,0.0
91,245.69258538201032,26,243.75474583287271,30.02096141620494,22.446691673384912,3,5.0,0.5889363145185428,0,17,0.0
92,350.0442104075144,22,275.50149039186687,22.708251956368198,22.726178025074894,5,5.0,0.4266953920905804,0,17,0.0
93,362.68772605259295,6,61.4936817718943,45.72664557907245,1.4281781618276943,5,0.8669832764524865,0.0899419670470679,1,17,0.0
94,327.88796195995593,2,189.26639467849895,33.13753147363125,34.91934565396632,3,3.618691615211559,0.4480125679456382,0,17,0.0
95,139.73231658949726,7,27.253380638243918,104.90288823358925,2.725752479698846,17,5.0,0.03149809505305381,1,17,0.0
96,376.1759496192846,14,0.0,26.12514998541388,3.378718818698083,5,3.3999561982653654,0.5761768987158883,0,17,0.0
97,325.4276337183762,34,411.2236510013068,7.768770406103027,22.794663592523634,2,5.0,0.594468871173908,0,17,0.0
98,248.9006016813609,25,193.50064962236672,33.617185446173096,28.650180285263758,2,5.0,0.651563934993456,0,17,0.0
99,161.94211843274832,5,38.7611063432627,79.28380826958025,3.683777254839375,22,3.3893923126318426,0.021506381248490882,1,17,0.0
100,35.5492634942128,4,58.2477099585587,59.60971391132172,4.920654544186702,1,5.0,0.12173546991310705,1,17,0.0
