customer_id,account_age,total_purchases,avg_purchase_value,days_since_purchase,login_weekly_frequency,complaints_raised,avg_product_rating_5,email_open_rate,churned,batch_num,drift_magnitude
1,139.76561057874005,17,304.89686878992876,6.87308253790934,28.740530229547264,9,2.2824407192346783,0.15264644387414966,0,3,0.0
2,215.6393643403898,30,189.42745700658944,24.041826079354088,26.912031200536227,3,4.4576356305544165,0.38938612125380784,0,3,0.0
3,447.7381823927875,23,177.44284283698593,36.93114379406909,26.17158128026054,2,3.3955923287030076,0.40841075573867497,0,3,0.0
4,460.0040894391149,15,194.86919737772567,42.38912988600996,19.17024651724496,6,2.8586216979617487,0.5424585398002488,0,3,0.0
5,188.62256110960416,7,97.26127990611745,53.24652550970778,3.1295525336229524,8,3.588082066959945,0.19869776850978607,1,3,0.0
6,222.57642906452253,21,231.7249917793792,23.30826440165869,34.66626675499975,5,3.4150992873278914,0.5854067728474215,0,3,0.0
7,339.8308755184599,6,171.00871048246537,0.0,4.53884311537456,19,2.1987834144036276,0.12366893431186854,1,3,0.0
8,426.35457594464157,0,289.7649213824734,7.886007982315688,24.601443176695923,1,2.537543562675203,0.7418188244827904,0,3,0.0
9,218.44286666549024,5,93.34214373231423,77.83739327637035,6.81720904584391,12,1.8114865726156901,0.08621380038238416,1,3,0.0
10,270.87918644959274,8,85.93271094339761,33.11058827186362,32.97337473136031,5,2.727036611084338,0.4996248235668853,0,3,0.0
11,391.99865320175564,26,424.4114261506314,26.98954522345344,32.67950832448681,6,2.103150276208483,0.023556782863319563,0,3,0.0
12,283.4087028976475,7,14.557352519435174,24.96595852808192,3.5724509184531112,3,3.467183108419131,0.07221775587456793,1,3,0.0
13,274.13580906858033,12,156.4683617596939,11.810037878231102,16.52665014158287,7,3.792870663047294,0.6490710533505397,0,3,0.0
14,292.6845568280039,5,159.20754364952268,121.24239577780291,3.4683531073420237,12,5.0,0.1736070424096784,1,3,0.0
15,205.12997049854226,22,173.9967841124433,43.128827523269926,37.771889237011024,5,3.7767755830902336,0.5868559561742676,0,3,0.0
16,369.6115254541491,22,84.47869942203718,14.816356421400188,48.545438214075396,3,3.749364221191935,0.5056397556295522,0,3,0.0
17,315.9117215536411,25,289.5154130131677,11.560629130391678,6.334983022339471,8,5.0,0.5177912046650958,0,3,0.0
