customer_id,account_age,total_purchases,avg_purchase_value,days_since_purchase,login_weekly_frequency,complaints_raised,avg_product_rating_5,email_open_rate,churned
1,181.319336711,25,161.33385738857166,25.31857957628816,33.02404018309191,5,5.0,0.6521400819718426,0
2,243.7568503671162,32,271.9282734288848,38.44996651071193,19.472561931139666,0,4.9291975961401775,0.9674296925388878,0
3,55.86991219142448,5,131.51954086218728,113.77872336852576,2.9652502316824845,3,4.978823575859398,0.1305931298443666,1
4,306.09447089170305,18,30.339867231706297,22.56220126868137,14.4768094716122,7,4.3733111519854075,0.3213691822877494,0
5,69.9802778426704,7,40.26929046315318,11.524982654030174,4.361694745379805,6,0.9868422841251596,0.1670220120146222,1
6,186.29293111510873,6,222.78831781998852,0.0,10.656902848362183,6,4.497960128559768,0.7674052812304041,0
7,320.17949510133565,18,80.84728755659276,21.98062858201939,29.948630451962053,5,4.249256376522096,0.5405491552081332,0
8,258.8363148637147,7,400.81669951109336,32.54122264288361,24.459245042487705,4,4.507459839181905,0.3318641418453072,0
9,132.01780263545672,15,211.8817568194887,16.27054051092124,24.080358014684222,4,3.107352267837345,0.24394745485740163,0
10,211.4758629746318,25,225.52551009426503,21.481319591277604,22.20483023096201,2,4.41423020593775,0.8373237366554105,0
11,153.24890084073735,23,0.0,27.290167853148912,11.861463258048094,5,5.0,0.973966992551827,0
12,275.6676141386945,6,0.0,87.12643585655351,3.8407115197562995,9,2.916976830476848,0.08816770516268083,1
13,229.70220682080108,1,135.85168966856608,6.861498917397264,32.169076083212026,4,5.0,0.8861394361175743,0
14,292.5013284534601,31,243.71391969017924,34.73182102572125,15.808972270025194,3,0.05679653803474416,0.6398656461755683,0
15,236.24148538498514,5,59.42493745612417,67.82557991025351,1.40063720386404,10,0.23600718251069264,0.10691161830350432,1
16,241.1778367293167,19,226.35518539308157,27.20322011239582,4.999167364607193,6,3.1279825916709334,0.38347240460373566,0
17,178.05111684942185,6,106.83985386004159,74.90329180479034,3.5454960403992715,9,3.2246612815945674,0.07981405588682958,1
18,291.83192019815453,31,182.53550569743953,34.3449187312011,22.001469240620587,4,4.00704196703746,0.8428457552349777,0
19,273.7669622014969,15,0.0,34.52304726391544,10.302966023505139,6,5.0,0.5681811926386593,0
20,307.59316434862086,22,137.16227188485698,18.04873444665805,23.011301327519277,3,2.9572662855328433,0.7862115898024898,0
21,104.77241282579863,4,203.45347045590918,83.8136723486349,3.377895019058752,10,4.307132312353367,0.12795979131372573,1
22,292.3575267148665,0,21.5447873574532,26.255151247924154,29.51889528452688,6,4.5655034900135085,0.7786096838951359,0
23,365.43993967727624,13,195.68436576545852,23.902201240394515,31.182913544608336,2,4.684824403931214,0.5103068494895678,0
24,223.29319508553584,31,177.97383563499085,1.8302539345248636,17.79759901808654,6,3.799806062367135,0.4251233644193945,0
25,566.0656124465739,38,134.64879086671198,12.71367158652802,14.658744887755548,0,3.0899153669487776,0.25187410039225144,0
26,428.78942352381074,25,256.8726028031811,16.015498443598453,0.0,8,3.71516000875581,0.9719525619418176,0
27,289.1176247262688,16,110.8258059424509,17.13871153332377,24.417048094030722,6,3.044263810913695,0.3910266933259385,0
28,263.2544121127272,21,0.0,26.537427975706198,0.0,1,4.629971528843917,0.42380996914563795,0
29,272.49691082354593,5,164.3895774184014,11.569281908284339,17.984792935535268,12,3.7710089239203253,0.5440339041340296,0
30,316.50914443952223,26,155.80450102859086,15.28568507040964,23.43638944555721,0,4.691802183958571,0.5715943013285385,0
31,350.48833196392866,3,262.1090699765556,67.38078398270771,1.6352261545738251,5,5.0,0.015713837644108608,1
32,295.64609296386266,16,127.92718572413908,32.06694521840142,32.97766329231012,3,3.943888682721227,0.6482975679535444,0
33,172.8917304209942,18,175.79928627081156,23.183909433211323,3.1199521112916573,4,3.0191262642544947,0.8204157638520689,0
34,336.00187112504636,49,152.78202298397875,7.0145603543969015,26.81926066261542,5,4.640137547981177,0.4057277277241961,0
35,185.8705351612617,28,103.7438887020784,16.65068229624923,26.47080790087742,10,3.772127726562323,0.47425029399716784,0
36,0.0,10,185.99285868739082,113.28207474470979,7.80519029528054,19,0.6507058825261152,0.04592121962986173,1
37,385.04355908218935,21,508.839337985736,13.603553777979533,23.098008764228062,6,3.8488182009603786,0.7460397791680167,0
38,270.2296367417118,30,355.2523875563108,24.0564830911105,24.65129354040405,0,4.234393691987369,0.31369457622147506,0
39,132.34232558347597,3,85.31377831241971,107.23484424487397,1.4322966353112525,14,3.200447266422093,0.11457544870581239,1
40,154.19050533267693,32,184.70102307761243,20.4740954510021,16.71105490764657,0,2.9119155433878667,0.9800256487962525,0
41,92.62511572498849,5,146.8481679339437,8.0553126264609,3.389050811521613,16,5.0,0.09325289597342509,1
42,257.10580714677724,6,13.840429656469002,124.08838849770139,3.760490021990091,5,1.3171358241634845,0.1275259506288003,1
43,364.92959836611766,23,83.99788935145894,33.59136596990598,0.0,7,3.7336671953529454,0.8621384802894231,0
44,177.0461448763522,23,295.3375241613072,21.828566009575066,24.84147191992694,2,4.6353176778658,0.8606977912950736,0
45,363.02433712971936,29,179.64117655957645,9.018326084595657,21.977013512997345,0,2.990022665354309,0.4914331596303448,0
46,234.71803224622585,3,133.6267967261834,6.039763643710396,21.875339388843045,8,4.527809086296597,0.5616080948535327,0
47,242.77701476027275,55,190.10102242629904,23.557236391824304,18.330568670330106,3,3.802502503538097,0.5788732631695375,0
48,276.44217019915976,7,179.62801459404898,97.23422359829019,5.791607636076266,10,5.0,0.1362119954301163,1
49,222.02353393616886,22,0.0,23.90750658011296,26.35735673950493,5,5.0,0.4520646813018528,0
50,173.33209983274338,5,70.91082934338287,41.74738449312943,1.0497990326442417,11,2.9478502561650197,0.12139519856161002,1
51,230.637164623561,18,131.47114570792547,30.700097153513845,24.078651873587336,5,4.694475457884183,0.29615323731029347,0
52,110.85550544325125,9,119.37350437309135,0.0,26.63640807734221,4,1.3733378546204102,0.6583817110630923,0
53,208.91053192876046,50,295.8438824329582,27.16934971874897,8.88791139556648,1,2.6278753157498818,0.44203563417734487,0
54,409.4873500333956,7,159.0154236957878,27.035889026343632,30.987938384755587,9,3.550522924282559,0.5859900004176141,0
55,408.50277514171324,4,216.86699452681796,18.104302717752418,4.611170180481299,3,1.736243085485342,0.5558426587552429,0
56,274.5015679105382,5,180.1247391745075,108.18165936953419,3.3507317996736186,5,2.3005184359665134,0.16113908858007175,1
57,366.04823754373285,33,329.0881668042436,6.0872401952927095,14.853794569807587,6,3.3748786115030183,0.6729030064233725,0
58,509.8444199082283,21,162.61504394638138,12.38466473011549,19.512763658901015,3,5.0,0.406742048673919,0
59,248.16398173235925,21,166.80310782647408,13.979667011498952,29.072609040937582,1,4.3343050729061,0.7851728591031015,0
60,387.5242295771848,27,244.59103289238539,8.551041641611395,20.634551680283007,2,5.0,0.4366405124115519,0
61,191.4231208610346,28,40.55820233318306,20.191770244862994,24.761567269527145,3,4.73748357527172,0.2781082627420917,0
62,100.71456325138386,9,147.76156799669582,92.27524106542162,4.090157579974537,6,1.8638336484345188,0.15150700478032864,1
63,202.2529048887304,16,223.09039127503868,0.0,9.654479689153286,2,4.2824159737376055,0.6088646844531205,0
64,182.23317434625324,4,145.01166686267482,0.0,4.570492578301731,12,4.507539967720084,0.14297201970428178,1
65,235.93886005142318,4,218.27069667887778,2.749847443654374,13.053909918171,3,4.645783287253625,0.7344222232724901,0
66,375.10272258418104,9,145.05711399306233,139.56822699312104,7.148918106538941,18,0.0,0.0294151677188074,1
67,262.5498464471311,29,146.17216452287113,4.747107654066718,32.47059386937169,4,2.9636914707428605,0.8662256058911324,0
68,270.81316430741117,27,151.06129648765716,21.75851068493614,27.777066776184146,7,4.048132610421975,0.6410618035496736,0
69,61.80480156778908,7,271.7323619782261,79.58576844761826,2.7865548881784923,4,3.482087934712641,0.13644297117779663,1
70,57.25556191071484,3,136.27520172380687,54.077858107903424,4.175143627542919,3,1.0325290422520703,0.11351136328036221,1
71,347.83176973004987,52,278.5420262372839,14.093822895702159,7.522805527963423,3,4.41340483877062,0.2561784514629186,0
72,66.89700912992521,6,244.24248762038727,89.12709844222134,2.5191461618470132,14,1.4217514243219576,0.13714893232101596,1
73,0.0,7,179.6348168815829,56.209492251925404,4.964238147350142,9,0.04872996444624089,0.1364806555675119,1
74,210.5581064130417,21,176.05435060618842,17.07984798969808,20.173041284106038,5,2.5270401659021404,0.5723150730472353,0
75,403.13266434796645,28,265.44666658813543,20.564793294701925,21.473540093925198,1,5.0,0.7602150156105754,0
76,378.6734563285117,30,207.3881206137563,16.022555052937214,22.7688622965213,9,4.490044941073506,0.39007981608062114,0
77,365.054649282408,43,330.4538415133365,3.59478616455311,6.248818899103863,0,1.1491694565515296,0.5187378031413286,0
78,325.4217164367611,13,209.70297338702088,24.66377287200372,14.871149719002931,4,4.921984442474876,0.3908179612262491,0
79,231.5894847382418,20,200.22809837260226,13.030580598795572,21.610195847713477,0,4.205342457742056,0.668714002245007,0
80,312.513893534522,30,274.50845343172455,24.75951144643267,27.339080398383242,4,5.0,0.41454595324062776,0
81,290.5140590853142,19,161.06429143901747,20.34356315338711,17.71625156438667,5,4.429334586069763,0.3998632199465063,0
82,412.40807516941305,25,310.3421609952679,29.529012354354506,16.933569511010223,5,2.6459376835408386,0.12482553790481721,0
83,76.2446830187797,3,90.13098340384703,111.99526355776246,3.2515036167221276,11,5.0,0.14723508183748565,1
84,364.40684138417,20,130.42218894011268,21.43874638549149,9.301202657017695,5,3.371542368176697,0.6584870101910716,0
85,434.6887604308438,20,248.6735914304406,2.83046196820141,11.1918542038897,3,2.586152433669887,0.5176262664297686,0
86,96.95493876377286,5,104.49016047223573,52.18234201432408,1.9309394755219356,6,0.9359064797912979,0.15633335991239056,1
87,77.49158431564219,2,195.7536543913349,92.12224744009286,1.8386088498661923,17,0.4121096019230972,0.1629611872868671,1
